28 34 14799
12042 12847.5 14823 21600 6950
regional : 577376, -2049, 5057, 95.15, 116400, 1
major : 573980, 264, -242, 48.84, 248250, 3
regional : 170683, 2611, 5450, 75.24, 131400, 2
regional : 954360, 3915, -35, 94.82, 147400, 2
major : 387608, -1104, -675, 55.11, 177750, 2
major : 315848, 302, 6203, 50.49, 235000, 3
major : 561317, -201, 1964, 76.67, 208750, 1
regional : 247240, 6779, 723, 68.64, 139000, 2
regional : 534531, -2836, 4332, 98.56, 147800, 2
regional : 421291, 708, -283, 74.36, 113600, 2
regional : 244032, 452, 5365, 71.72, 157800, 2
regional : 901768, -1650, -1155, 69.85, 100800, 2
major : 337164, 19, 1445, 48.73, 212750, 2
regional : 420310, -437, 1136, 100.98, 168200, 1
major : 614004, -6396, -1861, 69.41, 140250, 3
regional : 730621, -4401, -2690, 108.02, 143000, 2
major : 766338, -515, -2242, 74.58, 237250, 2
regional : 591766, -1370, 4486, 77.22, 120600, 2
regional : 317969, -2073, -5250, 75.35, 135200, 2
major : 611038, -1520, -720, 69.96, 141750, 3
regional : 328140, 231, 2743, 82.61, 103800, 2
hub : 927166, 6657, 236, 56.43, 186000, 4
regional : 761992, 505, 456, 79.86, 125600, 2
regional : 230731, -3079, -6282, 79.2, 163200, 1
major : 948108, -198, 30, 70.84, 241750, 2
regional : 871898, 2698, -5895, 97.13, 130000, 2
regional : 548890, -5879, -3738, 98.67, 173400, 1
regional : 927692, 1091, 3942, 100.21, 180000, 1
regional : 227851, -1777, -2663, 92.73, 100600, 1
major : 530421, 266, -996, 65.12, 169750, 2
major : 828895, 2449, -2059, 49.06, 176500, 2
hub : 240748, -1189, 1453, 66.0, 297900, 5
regional : 229431, 280, -4859, 105.49, 152600, 1
hub : 545206, -1048, -2798, 42.24, 191100, 4
business : 3437380050, 194, 4, [337164, 573980]
economy : 2428215587, 42, 3, [315848, 730621]
economy : 7588591193, 137, 2, [927166, 227851]
economy : 1890490012, 102, 1, [730621, 573980]
economy : 8578078433, 147, 1, [421291, 530421]
economy : 2153979784, 121, 6, [420310, 828895]
economy : 2077671293, 177, 1, [761992, 230731]
luxury : 1684294087, 113, 1, [230731, 730621]
business : 2779707996, 128, 1, [948108, 530421]
economy : 7575342631, 52, 2, [927166, 561317]
economy : 2307124218, 80, 0, [420310, 387608]
first : 7578994754, 200, 1, [230731, 229431]
business : 7363667191, 79, 1, [871898, 337164]
first : 5328722600, 104, 1, [828895, 614004]
economy : 9454885951, 130, 1, [530421, 337164]
business : 1985627286, 93, 1, [229431, 577376]
economy : 2469029217, 140, 3, [328140, 170683]
economy : 1225892153, 114, 2, [534531, 927692]
economy : 2757055658, 54, 2, [387608, 230731]
economy : 4451065240, 132, 1, [573980, 229431]
economy : 7091337991, 148, 1, [614004, 828895]
business : 6965427273, 45, 2, [328140, 761992]
economy : 6055223237, 180, 2, [421291, 730621]
economy : 3051709471, 68, 1, [761992, 170683]
economy : 5065930031, 156, 4, [927692, 530421]
first : 5515414658, 171, 0, [948108, 387608]
economy : 7916561965, 55, 1, [611038, 548890]
economy : 5951578048, 45, 1, [573980, 328140]
economy : 6665016365, 103, 9, [901768, 337164]
economy : 1243706197, 114, 2, [611038, 927166]
first : 2355305338, 192, 1, [545206, 229431]
economy : 1868834058, 103, 8, [577376, 337164]
business : 9462304438, 168, 4, [315848, 561317]
economy : 2593826156, 131, 1, [170683, 766338]
first : 9300845968, 169, 3, [901768, 766338]
economy : 9200085993, 57, 5, [871898, 766338]
business : 7166037350, 86, 1, [927166, 828895]
business : 4964447530, 141, 4, [534531, 828895]
business : 1966150829, 50, 2, [247240, 421291]
economy : 4218872815, 179, 1, [828895, 420310]
economy : 2496149435, 40, 1, [548890, 170683]
business : 8388023179, 69, 1, [421291, 614004]
economy : 8680329066, 53, 10, [244032, 230731]
economy : 6269366469, 111, 0, [229431, 577376]
economy : 1690453611, 185, 2, [954360, 577376]
business : 9643931749, 166, 0, [577376, 927166]
economy : 8937659806, 130, 2, [614004, 227851]
business : 5096402435, 171, 1, [614004, 927166]
economy : 7750341598, 186, 3, [766338, 420310]
economy : 1910083783, 60, 1, [927692, 901768]
economy : 2202391964, 56, 2, [530421, 948108]
business : 2985352693, 192, 1, [573980, 948108]
economy : 8586136291, 52, 1, [954360, 591766]
economy : 5185133524, 96, 3, [730621, 828895]
economy : 5024116420, 94, 1, [871898, 948108]
economy : 7700806159, 64, 6, [828895, 561317]
business : 6040428802, 57, 0, [534531, 954360]
economy : 9089206819, 95, 3, [948108, 387608]
economy : 9602555250, 89, 1, [561317, 611038]
economy : 3159998095, 91, 2, [611038, 337164]
economy : 8882422616, 81, 0, [730621, 573980]
business : 9059202585, 48, 2, [591766, 421291]
economy : 4721560429, 192, 2, [545206, 730621]
economy : 1612187081, 81, 2, [337164, 317969]
economy : 3240947822, 85, 0, [170683, 561317]
economy : 1926772999, 62, 1, [614004, 315848]
economy : 7999833598, 136, 2, [545206, 244032]
luxury : 1284287116, 101, 7, [828895, 927692]
economy : 6798219936, 151, 2, [561317, 170683]
business : 1763449974, 70, 1, [317969, 766338]
economy : 4036237758, 69, 2, [561317, 614004]
economy : 4081384475, 181, 3, [317969, 328140]
economy : 5304635795, 81, 1, [315848, 170683]
economy : 9133158675, 124, 2, [227851, 548890]
economy : 7788252315, 62, 9, [591766, 227851]
economy : 4963232787, 103, 6, [573980, 730621]
economy : 8851784295, 142, 1, [927692, 230731]
economy : 1166462966, 41, 1, [230731, 828895]
economy : 7458706683, 159, 9, [948108, 611038]
economy : 6067567552, 66, 4, [828895, 730621]
business : 7035444127, 79, 1, [761992, 730621]
economy : 1892843234, 144, 2, [337164, 730621]
economy : 7467140139, 100, 3, [317969, 315848]
economy : 7821983664, 140, 1, [573980, 387608]
business : 9496953509, 60, 1, [611038, 229431]
economy : 8488975978, 175, 3, [317969, 901768]
economy : 3685667566, 81, 2, [328140, 170683]
economy : 9652879986, 122, 2, [317969, 170683]
economy : 2347034242, 147, 10, [561317, 948108]
economy : 9718179808, 149, 1, [230731, 577376]
economy : 3960932700, 75, 2, [730621, 614004]
economy : 3913013816, 140, 1, [530421, 230731]
economy : 6400499028, 142, 1, [948108, 387608]
economy : 6563164772, 40, 2, [901768, 614004]
economy : 5667419533, 187, 3, [387608, 871898]
economy : 1519126885, 125, 0, [828895, 901768]
economy : 5582986229, 67, 0, [561317, 577376]
economy : 2588948179, 157, 3, [545206, 577376]
economy : 3839126016, 108, 2, [611038, 328140]
economy : 1535265313, 160, 5, [871898, 573980]
economy : 8453542621, 63, 2, [871898, 577376]
first : 7557749444, 41, 1, [247240, 730621]
economy : 3868844043, 158, 8, [948108, 317969]
economy : 5974119520, 98, 1, [548890, 530421]
economy : 3428693848, 161, 3, [244032, 328140]
economy : 4275044746, 53, 9, [954360, 871898]
economy : 9403557616, 87, 2, [229431, 317969]
economy : 9174010161, 177, 1, [315848, 170683]
business : 8029276429, 126, 2, [545206, 577376]
economy : 8245830840, 138, 2, [420310, 611038]
economy : 2593947095, 197, 2, [328140, 948108]
economy : 8151814664, 179, 1, [766338, 828895]
business : 7189134549, 154, 2, [317969, 229431]
economy : 4572362735, 82, 10, [954360, 611038]
economy : 3542281176, 109, 0, [611038, 577376]
economy : 6690204479, 61, 2, [170683, 573980]
economy : 7825400123, 166, 2, [901768, 828895]
business : 8803598829, 107, 1, [591766, 317969]
luxury : 4312303097, 96, 1, [573980, 611038]
economy : 6088227538, 66, 0, [244032, 577376]
economy : 9054943235, 168, 0, [244032, 315848]
business : 3883040502, 53, 2, [954360, 244032]
business : 8421521374, 138, 0, [530421, 337164]
economy : 9426903946, 79, 5, [534531, 730621]
economy : 9350061263, 147, 2, [240748, 901768]
economy : 4609745774, 159, 4, [534531, 573980]
business : 1322149087, 185, 3, [901768, 328140]
economy : 7221795103, 96, 2, [387608, 901768]
luxury : 9079028820, 94, 0, [227851, 421291]
economy : 3017684924, 80, 10, [948108, 244032]
business : 6115802790, 128, 5, [573980, 561317]
economy : 3564639068, 109, 1, [545206, 534531]
economy : 2170644863, 157, 1, [317969, 315848]
business : 1225594584, 170, 1, [901768, 317969]
economy : 6680632076, 110, 2, [387608, 534531]
economy : 5390470765, 71, 1, [229431, 927692]
economy : 5194187530, 55, 2, [828895, 954360]
business : 1741277501, 128, 1, [761992, 229431]
economy : 9883790877, 152, 3, [420310, 730621]
economy : 6662216684, 96, 1, [530421, 761992]
economy : 2774208513, 153, 6, [337164, 761992]
economy : 9963887120, 65, 1, [229431, 927692]
business : 8462265441, 61, 2, [545206, 761992]
economy : 5786438553, 87, 3, [337164, 317969]
economy : 4732157030, 80, 0, [387608, 591766]
business : 2027916676, 84, 2, [730621, 927166]
economy : 7094047377, 198, 0, [573980, 247240]
economy : 5138684693, 56, 1, [337164, 730621]
economy : 3425626645, 116, 1, [530421, 761992]
economy : 9830883834, 168, 1, [170683, 328140]
economy : 2347211362, 128, 1, [421291, 530421]
economy : 9192235171, 49, 6, [230731, 315848]
business : 8106510597, 198, 2, [954360, 337164]
economy : 5759905863, 93, 3, [421291, 871898]
business : 3298156607, 119, 2, [244032, 591766]
business : 6301479130, 90, 4, [730621, 317969]
first : 9956626098, 64, 3, [766338, 954360]
economy : 1007082075, 90, 2, [730621, 244032]
first : 8488112481, 184, 3, [545206, 387608]
first : 4766089534, 130, 3, [573980, 730621]
economy : 6524603872, 175, 1, [611038, 534531]
economy : 9116885111, 188, 6, [591766, 230731]
economy : 5955572584, 145, 1, [730621, 229431]
economy : 4331844309, 175, 1, [954360, 421291]
economy : 8793967541, 52, 1, [954360, 573980]
economy : 2431548310, 189, 0, [614004, 421291]
economy : 7524579657, 114, 9, [548890, 730621]
economy : 8455380875, 103, 0, [317969, 227851]
economy : 8385945898, 146, 9, [730621, 927692]
business : 4326508936, 182, 2, [337164, 761992]
business : 6037769758, 89, 1, [328140, 611038]
economy : 1678575475, 156, 3, [534531, 170683]
economy : 6103886255, 175, 2, [954360, 561317]
business : 2527956190, 168, 2, [387608, 317969]
economy : 3222165626, 192, 1, [229431, 948108]
business : 8296640835, 180, 2, [591766, 761992]
economy : 7487433963, 166, 0, [871898, 328140]
economy : 3582960875, 157, 1, [230731, 244032]
business : 1404174082, 168, 2, [387608, 766338]
economy : 1136506992, 60, 5, [247240, 240748]
economy : 9703701742, 191, 3, [317969, 229431]
economy : 7398454795, 104, 1, [954360, 927166]
economy : 6507208011, 164, 6, [229431, 420310]
business : 7634318725, 153, 2, [530421, 170683]
economy : 5391113868, 115, 1, [828895, 534531]
economy : 9041675763, 55, 1, [828895, 948108]
business : 6279055842, 58, 3, [530421, 927692]
economy : 9339575148, 196, 2, [545206, 420310]
economy : 2873782188, 192, 0, [387608, 577376]
economy : 8343295980, 121, 2, [534531, 591766]
economy : 3420775085, 60, 8, [421291, 927166]
economy : 1793198500, 111, 0, [561317, 611038]
economy : 1413598049, 150, 2, [561317, 614004]
luxury : 8171685020, 73, 1, [766338, 573980]
first : 7829247391, 55, 1, [530421, 548890]
business : 7556764563, 83, 0, [230731, 421291]
economy : 7211774850, 138, 2, [548890, 170683]
economy : 9151016404, 71, 1, [561317, 927692]
economy : 3198135063, 70, 5, [240748, 420310]
economy : 5398285837, 120, 6, [240748, 927692]
economy : 8274241013, 140, 1, [530421, 730621]
luxury : 1385591865, 42, 1, [244032, 730621]
first : 2901228291, 135, 10, [730621, 948108]
economy : 4771256284, 121, 3, [871898, 229431]
economy : 8088052870, 168, 2, [247240, 530421]
business : 9879380749, 78, 1, [240748, 420310]
economy : 5116160824, 138, 1, [387608, 573980]
economy : 4790841839, 140, 0, [730621, 828895]
economy : 4854719472, 150, 2, [766338, 387608]
business : 2212036401, 79, 8, [315848, 927166]
economy : 7130614732, 140, 2, [766338, 730621]
economy : 1330431140, 170, 4, [420310, 328140]
economy : 9006605550, 161, 1, [573980, 545206]
economy : 6479114823, 156, 1, [561317, 244032]
economy : 6116577615, 157, 2, [954360, 611038]
first : 2103467239, 142, 5, [229431, 328140]
business : 3138234295, 176, 1, [545206, 573980]
economy : 2037711675, 178, 3, [227851, 530421]
business : 1765855405, 91, 1, [927692, 420310]
economy : 8844474032, 45, 2, [387608, 227851]
business : 2007029527, 84, 1, [315848, 387608]
business : 4958481673, 84, 6, [337164, 730621]
economy : 8265535793, 76, 1, [229431, 317969]
business : 3545098544, 44, 3, [328140, 545206]
economy : 5326564502, 65, 7, [229431, 530421]
economy : 5496647113, 123, 2, [317969, 337164]
economy : 7679529293, 96, 3, [901768, 534531]
economy : 8640043809, 58, 1, [387608, 229431]
economy : 4946842851, 102, 2, [954360, 530421]
first : 2899478609, 128, 4, [611038, 954360]
business : 2245826162, 69, 0, [240748, 828895]
economy : 4295555960, 105, 7, [328140, 170683]
business : 3089560205, 56, 1, [927692, 530421]
economy : 1416215120, 44, 3, [927692, 901768]
first : 8076242392, 197, 1, [828895, 229431]
first : 7205400778, 66, 4, [611038, 577376]
economy : 8528811523, 88, 0, [766338, 614004]
economy : 2227079052, 80, 2, [387608, 927692]
economy : 7883518985, 67, 2, [247240, 591766]
economy : 9112369480, 192, 1, [545206, 828895]
economy : 5070197795, 128, 2, [573980, 614004]
first : 6193501181, 133, 6, [730621, 948108]
economy : 8527404824, 179, 0, [387608, 534531]
economy : 8347138762, 158, 3, [317969, 927166]
economy : 4240372591, 124, 1, [337164, 927692]
economy : 2253559260, 96, 8, [387608, 317969]
economy : 2837341356, 196, 1, [948108, 337164]
business : 5034849769, 119, 4, [387608, 229431]
business : 3215705212, 184, 1, [230731, 901768]
economy : 6986251289, 164, 9, [317969, 534531]
economy : 2586105725, 45, 6, [421291, 591766]
economy : 6824992416, 194, 1, [730621, 611038]
economy : 1917481073, 126, 3, [229431, 766338]
first : 3425880758, 73, 9, [871898, 530421]
economy : 4526385929, 130, 2, [927166, 545206]
economy : 1551794302, 76, 2, [247240, 315848]
economy : 4576742881, 155, 1, [730621, 387608]
economy : 6165228525, 135, 2, [948108, 317969]
first : 2377469463, 158, 10, [611038, 927166]
business : 7191215288, 101, 3, [828895, 317969]
economy : 3131871948, 171, 1, [954360, 761992]
economy : 7333946678, 61, 3, [611038, 766338]
business : 4620942544, 156, 1, [577376, 240748]
business : 4977042190, 47, 1, [954360, 170683]
economy : 9233368990, 71, 1, [730621, 591766]
economy : 9444814114, 86, 9, [927166, 534531]
business : 7881676295, 69, 1, [954360, 730621]
economy : 2423874366, 69, 1, [948108, 954360]
economy : 8395661900, 55, 2, [229431, 730621]
economy : 8017999357, 116, 4, [229431, 315848]
economy : 3002091525, 98, 1, [337164, 954360]
economy : 8655962573, 170, 0, [828895, 577376]
economy : 9688344760, 42, 2, [901768, 328140]
economy : 9917527506, 140, 0, [420310, 230731]
economy : 5096897947, 97, 1, [927166, 871898]
economy : 4882836003, 86, 2, [730621, 534531]
economy : 8303580330, 106, 6, [315848, 730621]
economy : 6182894664, 187, 5, [315848, 871898]
economy : 5003357757, 129, 7, [328140, 591766]
economy : 6283013474, 187, 1, [530421, 337164]
economy : 3472908543, 93, 2, [421291, 328140]
first : 3530199618, 161, 0, [614004, 927692]
economy : 1608545549, 170, 2, [545206, 328140]
economy : 3016787784, 106, 10, [315848, 927166]
economy : 3755504777, 167, 2, [530421, 230731]
economy : 5905148291, 72, 2, [828895, 573980]
luxury : 8737418644, 63, 0, [948108, 901768]
economy : 4515844054, 142, 0, [954360, 530421]
economy : 2664583344, 156, 6, [244032, 530421]
economy : 3183097360, 53, 1, [230731, 573980]
business : 2030489859, 73, 1, [530421, 766338]
economy : 2217298415, 93, 9, [573980, 766338]
economy : 2573824699, 79, 2, [534531, 561317]
business : 4966864740, 82, 1, [240748, 315848]
business : 1642881819, 54, 4, [247240, 240748]
business : 9702109270, 166, 4, [247240, 229431]
business : 3794478623, 170, 1, [387608, 247240]
economy : 6577175098, 179, 3, [761992, 421291]
economy : 6466786213, 153, 2, [927692, 317969]
economy : 1037260415, 106, 2, [573980, 591766]
economy : 2122505094, 68, 1, [534531, 420310]
economy : 9478495726, 51, 2, [548890, 534531]
first : 4085594812, 167, 5, [229431, 761992]
economy : 9747898379, 139, 2, [421291, 954360]
economy : 7902887805, 96, 3, [530421, 901768]
first : 7834960853, 107, 0, [530421, 561317]
economy : 4220314754, 62, 0, [420310, 577376]
economy : 4299088683, 151, 0, [230731, 328140]
business : 3345016037, 157, 1, [247240, 387608]
economy : 8768490934, 121, 6, [761992, 328140]
economy : 4050780499, 91, 2, [530421, 315848]
economy : 7716120388, 172, 1, [387608, 761992]
economy : 9524519017, 107, 2, [948108, 828895]
economy : 6686909131, 68, 3, [761992, 730621]
economy : 3618610650, 157, 0, [328140, 573980]
first : 8454861896, 191, 3, [230731, 229431]
economy : 4449424656, 183, 1, [730621, 828895]
luxury : 9497943129, 195, 0, [548890, 730621]
economy : 9040239197, 82, 3, [420310, 387608]
business : 3350943175, 70, 0, [317969, 227851]
economy : 6866515515, 168, 3, [901768, 337164]
economy : 7002577622, 175, 1, [227851, 577376]
economy : 7021810029, 199, 2, [230731, 317969]
first : 3537042118, 63, 2, [871898, 828895]
economy : 2278303571, 127, 2, [730621, 240748]
economy : 9306415866, 176, 2, [948108, 761992]
business : 9705332545, 100, 2, [954360, 948108]
economy : 6961147016, 200, 3, [545206, 577376]
economy : 5326814646, 91, 2, [730621, 244032]
luxury : 6261492077, 182, 4, [611038, 927166]
economy : 1908033310, 108, 1, [766338, 240748]
economy : 2047002203, 168, 2, [611038, 927692]
first : 8072089984, 169, 1, [229431, 420310]
economy : 3498014058, 131, 1, [317969, 901768]
luxury : 8930161971, 166, 2, [901768, 954360]
economy : 2546757259, 174, 1, [927692, 328140]
economy : 3293406604, 106, 0, [315848, 530421]
economy : 7431091544, 111, 1, [317969, 315848]
economy : 9838757038, 69, 1, [247240, 337164]
economy : 6361414246, 85, 7, [315848, 227851]
luxury : 7223949830, 173, 1, [230731, 761992]
economy : 4291421985, 79, 0, [766338, 420310]
economy : 3240771674, 186, 3, [421291, 730621]
business : 5690282792, 173, 1, [420310, 611038]
business : 2393592703, 113, 2, [421291, 591766]
economy : 3577288778, 127, 1, [387608, 561317]
economy : 1805741332, 200, 6, [871898, 828895]
luxury : 4025083480, 138, 1, [328140, 871898]
economy : 4618979029, 61, 1, [227851, 244032]
economy : 2359806402, 84, 1, [229431, 548890]
economy : 2113714819, 196, 1, [927166, 170683]
economy : 4217442309, 42, 8, [611038, 421291]
economy : 3022557789, 100, 7, [591766, 337164]
business : 4551207305, 159, 10, [761992, 421291]
business : 3253112917, 140, 1, [317969, 530421]
economy : 6911104452, 77, 6, [337164, 328140]
economy : 4851902719, 68, 1, [730621, 871898]
business : 1790670780, 200, 3, [170683, 611038]
economy : 6662455078, 190, 1, [927166, 766338]
economy : 5062793098, 159, 1, [230731, 761992]
economy : 6647847883, 171, 0, [954360, 227851]
economy : 1713347879, 40, 4, [230731, 534531]
economy : 6454592967, 122, 2, [948108, 573980]
economy : 3445055317, 58, 2, [614004, 337164]
business : 4040380568, 49, 5, [611038, 315848]
economy : 7462185394, 112, 2, [766338, 530421]
business : 3580411579, 94, 1, [229431, 337164]
economy : 5828732566, 89, 2, [387608, 530421]
first : 7126475720, 112, 1, [247240, 591766]
economy : 9407747261, 145, 2, [766338, 420310]
business : 9199343750, 175, 1, [591766, 227851]
economy : 2903958901, 122, 1, [927166, 240748]
business : 9324632266, 86, 3, [240748, 545206]
first : 3661408261, 41, 1, [561317, 170683]
economy : 5317756954, 166, 2, [927692, 530421]
economy : 8537416386, 94, 1, [387608, 230731]
economy : 8930965689, 180, 2, [315848, 337164]
first : 4675452534, 199, 2, [420310, 948108]
luxury : 3210408440, 43, 1, [591766, 614004]
economy : 8992613488, 170, 1, [337164, 561317]
business : 1364975627, 116, 2, [420310, 901768]
economy : 1396184226, 125, 0, [871898, 337164]
business : 7354396458, 101, 1, [901768, 545206]
economy : 9363360489, 46, 2, [948108, 240748]
economy : 4042600155, 83, 2, [611038, 927166]
economy : 5336392135, 66, 1, [240748, 577376]
business : 9244345140, 117, 2, [548890, 761992]
economy : 4533158206, 149, 1, [170683, 761992]
business : 7384500849, 199, 0, [317969, 227851]
business : 1316871199, 120, 8, [730621, 614004]
economy : 7527153623, 79, 1, [871898, 420310]
economy : 5436286465, 112, 3, [387608, 828895]
business : 1855814859, 110, 1, [927692, 614004]
economy : 1710150942, 167, 0, [315848, 534531]
economy : 9248229017, 110, 10, [337164, 229431]
first : 6735334725, 105, 3, [247240, 337164]
economy : 4787148730, 120, 7, [534531, 227851]
economy : 6532549867, 123, 4, [954360, 611038]
economy : 4470172487, 135, 1, [954360, 240748]
economy : 2820015108, 173, 5, [948108, 420310]
business : 8277038188, 191, 1, [954360, 530421]
economy : 2350175839, 78, 3, [530421, 948108]
economy : 2110445277, 137, 2, [337164, 948108]
economy : 9509318165, 65, 10, [591766, 927166]
business : 2588723263, 182, 2, [229431, 614004]
economy : 6843180928, 185, 1, [828895, 227851]
business : 5541682580, 49, 3, [766338, 534531]
economy : 7416787279, 81, 2, [561317, 614004]
business : 4353887561, 156, 4, [927166, 545206]
economy : 7867065342, 121, 5, [247240, 561317]
luxury : 5434219217, 194, 1, [828895, 927166]
economy : 1852069405, 42, 1, [337164, 901768]
economy : 9043259258, 66, 8, [328140, 901768]
economy : 1824202072, 187, 1, [766338, 530421]
business : 2405414468, 40, 1, [948108, 421291]
business : 7645198460, 87, 1, [328140, 901768]
economy : 5388809679, 121, 0, [244032, 828895]
first : 3490137833, 151, 0, [901768, 420310]
economy : 9332424793, 117, 0, [387608, 828895]
business : 7217494087, 72, 1, [614004, 315848]
economy : 3496903367, 184, 1, [530421, 927692]
economy : 2008584060, 82, 1, [761992, 227851]
business : 2380888052, 122, 1, [420310, 591766]
business : 3454307334, 153, 0, [561317, 170683]
business : 8516660149, 87, 1, [247240, 337164]
first : 5390139316, 71, 4, [545206, 591766]
first : 2302505950, 82, 1, [227851, 761992]
economy : 6678907520, 188, 2, [247240, 761992]
business : 2396340644, 104, 2, [421291, 730621]
economy : 9423415723, 176, 2, [573980, 230731]
economy : 4448725442, 141, 1, [927692, 240748]
economy : 4332949394, 60, 1, [387608, 548890]
economy : 2873197777, 198, 3, [230731, 614004]
business : 2143709658, 166, 2, [328140, 420310]
business : 1811429546, 160, 1, [230731, 577376]
economy : 9489587414, 79, 3, [548890, 730621]
first : 8833814066, 177, 8, [534531, 240748]
economy : 5100319699, 162, 1, [337164, 387608]
economy : 3566335721, 92, 1, [337164, 871898]
economy : 3326632993, 125, 0, [927166, 545206]
economy : 2045908985, 56, 2, [761992, 530421]
economy : 4240206882, 58, 5, [927166, 548890]
luxury : 7837749647, 104, 8, [229431, 614004]
business : 1067390655, 199, 1, [530421, 337164]
economy : 4288254957, 53, 1, [315848, 614004]
luxury : 4362266219, 185, 2, [573980, 927166]
economy : 1153497640, 131, 2, [421291, 871898]
economy : 5568128364, 76, 0, [534531, 927692]
business : 6942546216, 46, 3, [954360, 761992]
business : 3558032706, 77, 3, [828895, 948108]
business : 2590153264, 74, 1, [530421, 611038]
economy : 7248617126, 183, 8, [591766, 954360]
economy : 8530787960, 194, 5, [591766, 573980]
business : 4010477287, 51, 2, [317969, 611038]
economy : 8074297851, 78, 1, [317969, 927166]
economy : 7628021149, 72, 0, [534531, 230731]
business : 4866015672, 67, 2, [420310, 927166]
first : 4205084801, 56, 1, [730621, 954360]
economy : 3149642902, 195, 5, [761992, 244032]
economy : 2482971707, 118, 4, [227851, 317969]
economy : 5055652301, 152, 4, [337164, 534531]
business : 9874558586, 97, 2, [871898, 591766]
economy : 6364183491, 58, 10, [927166, 545206]
economy : 4180604156, 170, 9, [240748, 227851]
business : 6863968663, 69, 5, [611038, 170683]
business : 5424035227, 140, 2, [230731, 761992]
economy : 5702538196, 181, 3, [927692, 244032]
business : 4882489861, 179, 1, [328140, 387608]
business : 5086498315, 165, 1, [315848, 545206]
luxury : 7710123331, 137, 3, [387608, 421291]
economy : 7682127736, 189, 8, [545206, 534531]
economy : 9835157838, 184, 3, [227851, 761992]
business : 3619681804, 162, 5, [240748, 227851]
economy : 7028680111, 160, 0, [871898, 230731]
business : 2462476627, 150, 2, [761992, 591766]
economy : 2317184063, 128, 0, [828895, 317969]
economy : 4129836872, 70, 2, [927692, 927166]
luxury : 9834565896, 60, 3, [577376, 315848]
business : 6958654022, 70, 1, [230731, 420310]
economy : 3187669486, 79, 2, [387608, 421291]
economy : 8985540014, 182, 0, [591766, 954360]
business : 8288097433, 189, 1, [761992, 828895]
economy : 1796265488, 181, 2, [337164, 229431]
business : 8781585326, 89, 1, [561317, 901768]
first : 8730030768, 77, 2, [317969, 828895]
business : 7172374800, 75, 2, [545206, 611038]
first : 3943504836, 151, 2, [591766, 530421]
economy : 4707982563, 57, 3, [901768, 561317]
business : 6623135492, 100, 1, [766338, 229431]
economy : 1361370928, 84, 2, [170683, 244032]
economy : 8359716096, 133, 2, [927692, 828895]
economy : 7015212059, 84, 0, [927166, 420310]
economy : 3151849842, 172, 1, [420310, 761992]
economy : 6771693233, 96, 0, [730621, 387608]
economy : 2435235700, 137, 1, [548890, 730621]
economy : 6678115098, 40, 1, [328140, 730621]
first : 6873828455, 52, 3, [170683, 548890]
economy : 3165898448, 52, 4, [315848, 561317]
economy : 8159264634, 117, 2, [421291, 871898]
economy : 4055695727, 189, 1, [561317, 240748]
economy : 4948207483, 71, 3, [229431, 387608]
economy : 6504713377, 114, 0, [240748, 927692]
first : 3346501565, 114, 2, [534531, 227851]
economy : 5348285897, 134, 0, [240748, 530421]
economy : 9359205374, 120, 2, [230731, 328140]
business : 7034186543, 190, 1, [229431, 577376]
business : 1124197636, 93, 1, [766338, 420310]
economy : 5911740622, 47, 3, [577376, 573980]
economy : 4048282002, 161, 1, [534531, 421291]
business : 1315354165, 142, 2, [530421, 927692]
economy : 6481433474, 91, 7, [244032, 247240]
business : 9767756382, 195, 1, [240748, 730621]
economy : 7340580353, 132, 2, [927692, 927166]
economy : 1261404445, 103, 2, [828895, 244032]
business : 1657657956, 191, 3, [901768, 573980]
business : 9930228352, 64, 2, [611038, 227851]
economy : 6688269675, 83, 1, [420310, 244032]
economy : 9536064983, 113, 2, [948108, 421291]
economy : 1246444372, 44, 6, [534531, 614004]
business : 8266111572, 89, 2, [954360, 421291]
economy : 8811857036, 86, 1, [561317, 315848]
economy : 5958474177, 48, 2, [337164, 420310]
economy : 8885243699, 86, 9, [317969, 927166]
first : 6593579351, 92, 1, [247240, 927692]
economy : 3518685667, 131, 6, [730621, 828895]
economy : 6757227966, 82, 2, [901768, 573980]
economy : 9517595362, 163, 1, [530421, 240748]
economy : 8877977160, 40, 2, [317969, 230731]
business : 4331543704, 167, 4, [534531, 591766]
first : 8196947737, 187, 2, [170683, 244032]
economy : 1073790161, 113, 2, [229431, 240748]
business : 1342373243, 182, 2, [730621, 548890]
business : 7042996241, 137, 1, [766338, 387608]
economy : 5735885518, 147, 2, [244032, 927692]
economy : 4623310404, 106, 0, [730621, 927692]
economy : 2433773450, 136, 0, [317969, 534531]
economy : 2037497690, 173, 8, [828895, 227851]
economy : 3565921176, 136, 1, [227851, 611038]
economy : 7812022932, 41, 2, [573980, 901768]
business : 5431446885, 91, 6, [227851, 927166]
first : 8195297530, 86, 0, [337164, 421291]
economy : 1830176770, 112, 2, [766338, 244032]
economy : 6386229581, 169, 3, [591766, 954360]
economy : 6692925627, 170, 6, [927692, 240748]
economy : 1954076586, 140, 4, [871898, 229431]
economy : 8783695975, 114, 1, [170683, 240748]
economy : 1296067866, 81, 2, [240748, 421291]
economy : 6215950064, 158, 2, [244032, 561317]
business : 7306591589, 70, 0, [170683, 611038]
economy : 3741745582, 55, 1, [337164, 420310]
economy : 1187045748, 168, 2, [170683, 901768]
