3 10 9729
11970 14445.0 18333 18360 6650
regional : 267593, 44, -1096, 74.03, 102600, 1
major : 781975, 1704, 0, 47.63, 237250, 2
major : 643504, -1624, -2096, 44.55, 194000, 2
major : 559233, 873, 443, 69.96, 196000, 1
hub : 919072, 134, -1780, 59.95, 253500, 2
major : 422578, 1878, 1496, 55.22, 199500, 1
regional : 655078, -736, 341, 94.49, 108000, 1
major : 954691, 2638, -1366, 53.46, 169250, 3
regional : 599912, 812, 29, 84.15, 148000, 1
major : 771686, -2117, 112, 69.52, 208000, 2
business : 7919823383, 163, 3, [267593, 771686]
luxury : 9604410347, 80, 2, [599912, 422578]
economy : 5625303618, 137, 1, [954691, 781975]
economy : 6278437510, 149, 1, [643504, 267593]
business : 1727202582, 176, 1, [919072, 655078]
luxury : 6429457072, 126, 1, [559233, 771686]
economy : 7441611330, 148, 8, [422578, 781975]
economy : 6376903263, 40, 0, [954691, 781975]
economy : 1198111729, 92, 2, [771686, 422578]
economy : 3393262094, 173, 3, [643504, 599912]
business : 2261148743, 150, 2, [422578, 643504]
business : 4642931235, 94, 1, [954691, 267593]
economy : 5317798635, 129, 5, [422578, 771686]
economy : 7825228668, 99, 2, [655078, 781975]
economy : 2863228477, 111, 4, [954691, 422578]
economy : 4504281492, 102, 1, [267593, 599912]
economy : 6859279648, 75, 4, [599912, 559233]
business : 3632766347, 191, 1, [919072, 643504]
economy : 7629770557, 67, 0, [643504, 559233]
economy : 3429272272, 101, 3, [954691, 559233]
economy : 7302607056, 132, 2, [422578, 919072]
economy : 6745764529, 119, 0, [267593, 919072]
economy : 3356280178, 178, 2, [919072, 267593]
economy : 7350535640, 109, 1, [599912, 559233]
business : 8213563780, 181, 2, [919072, 267593]
economy : 6837098788, 175, 5, [919072, 643504]
economy : 1386812191, 168, 10, [954691, 422578]
economy : 3502870142, 174, 3, [643504, 267593]
economy : 7624537231, 53, 1, [422578, 781975]
business : 7339279778, 164, 1, [599912, 919072]
business : 3874065637, 95, 0, [599912, 954691]
luxury : 2277301289, 128, 0, [919072, 771686]
economy : 6626992780, 103, 2, [919072, 655078]
economy : 8414710678, 42, 10, [559233, 643504]
economy : 9577912038, 147, 2, [655078, 919072]
business : 5740606123, 144, 0, [655078, 267593]
economy : 4916989668, 84, 1, [599912, 559233]
economy : 9411168639, 169, 5, [781975, 771686]
economy : 4155379482, 99, 1, [643504, 771686]
economy : 2826369507, 193, 2, [599912, 781975]
economy : 5892214722, 146, 4, [643504, 559233]
first : 3396427361, 76, 0, [559233, 267593]
economy : 2747166948, 91, 2, [267593, 919072]
economy : 5801271785, 155, 2, [643504, 919072]
business : 8787075603, 166, 10, [267593, 599912]
economy : 9913014791, 140, 0, [643504, 267593]
economy : 5722811724, 78, 1, [422578, 559233]
economy : 7859066581, 141, 10, [954691, 771686]
economy : 5520118251, 167, 3, [422578, 655078]
economy : 3585262836, 53, 1, [919072, 655078]
economy : 7377902869, 71, 2, [954691, 781975]
economy : 7678225863, 125, 1, [954691, 771686]
economy : 6721218662, 95, 5, [954691, 919072]
economy : 6874705428, 106, 2, [655078, 559233]
business : 1645132077, 57, 2, [771686, 781975]
economy : 4114413557, 99, 1, [655078, 771686]
economy : 3808585231, 64, 1, [771686, 919072]
business : 4034303466, 194, 2, [781975, 559233]
first : 7243821859, 54, 1, [655078, 422578]
economy : 9236107595, 162, 2, [559233, 771686]
economy : 1850440933, 80, 1, [267593, 655078]
business : 8211412405, 141, 2, [643504, 954691]
economy : 2320195853, 45, 1, [781975, 559233]
economy : 3830425479, 198, 0, [422578, 559233]
economy : 1158849746, 121, 1, [267593, 771686]
economy : 2857586430, 161, 4, [954691, 559233]
economy : 4194558026, 137, 1, [655078, 267593]
economy : 3421193600, 155, 2, [954691, 655078]
business : 5594704201, 185, 3, [267593, 422578]
business : 6642669017, 76, 3, [771686, 559233]
economy : 2745217339, 68, 5, [559233, 267593]
business : 9898400798, 85, 8, [954691, 422578]
business : 9542248602, 80, 1, [599912, 781975]
economy : 6773765656, 114, 0, [422578, 771686]
economy : 8932797556, 122, 2, [919072, 771686]
economy : 4922049135, 112, 5, [954691, 267593]
first : 6793284055, 93, 0, [559233, 267593]
economy : 9941903455, 150, 0, [919072, 771686]
business : 8283856925, 143, 2, [954691, 919072]
economy : 7577251960, 173, 1, [655078, 422578]
economy : 2759694014, 56, 1, [267593, 954691]
economy : 8327983720, 119, 0, [267593, 954691]
economy : 3249703573, 129, 2, [781975, 919072]
economy : 6527463658, 85, 1, [599912, 781975]
economy : 6611857360, 100, 0, [643504, 771686]
first : 7213511230, 155, 0, [643504, 771686]
economy : 3558697135, 57, 0, [771686, 422578]
luxury : 6191319522, 44, 5, [422578, 599912]
economy : 8274190971, 85, 2, [267593, 919072]
economy : 9933300435, 154, 2, [919072, 643504]
economy : 6283751397, 132, 0, [599912, 267593]
economy : 7785377895, 147, 2, [954691, 655078]
business : 1421823597, 184, 4, [655078, 771686]
business : 6102276458, 97, 9, [771686, 954691]
business : 4582944208, 90, 1, [422578, 954691]
economy : 8774215216, 172, 2, [781975, 559233]
economy : 3966323636, 173, 1, [771686, 954691]
luxury : 8141427908, 102, 2, [643504, 559233]
economy : 4551712410, 70, 9, [919072, 781975]
economy : 1554342618, 64, 1, [267593, 643504]
economy : 6249908392, 172, 1, [781975, 919072]
economy : 4728202986, 198, 1, [771686, 655078]
business : 8474042744, 109, 1, [599912, 559233]
economy : 4549769396, 123, 1, [267593, 655078]
business : 6341109826, 55, 1, [954691, 267593]
economy : 2916695602, 142, 1, [599912, 919072]
economy : 5003735063, 162, 2, [781975, 919072]
economy : 4174170405, 103, 2, [643504, 599912]
economy : 1232690714, 190, 2, [267593, 781975]
economy : 7013746073, 85, 4, [422578, 919072]
economy : 6539649885, 70, 4, [422578, 599912]
economy : 4601641399, 196, 3, [267593, 422578]
economy : 5633205868, 134, 1, [643504, 559233]
economy : 3808534940, 78, 3, [643504, 559233]
business : 7189568884, 83, 4, [267593, 599912]
economy : 1216365599, 115, 4, [954691, 422578]
economy : 1373480393, 54, 1, [781975, 267593]
economy : 6619998766, 115, 7, [643504, 919072]
economy : 7454830559, 54, 3, [771686, 919072]
economy : 4615935907, 112, 0, [781975, 954691]
first : 6346062980, 191, 0, [599912, 919072]
business : 4529410598, 151, 3, [771686, 919072]
first : 1265219767, 66, 2, [919072, 599912]
first : 8347345538, 110, 2, [655078, 422578]
economy : 6787535544, 47, 0, [781975, 599912]
economy : 4774583496, 158, 1, [954691, 643504]
economy : 6052529508, 74, 1, [643504, 655078]
first : 8068312535, 166, 6, [771686, 954691]
economy : 1823439762, 115, 10, [422578, 655078]
economy : 4874282971, 64, 1, [267593, 954691]
economy : 6267996066, 117, 6, [422578, 954691]
first : 6217152517, 151, 1, [422578, 781975]
economy : 5982890219, 156, 2, [771686, 781975]
economy : 7327899234, 150, 3, [781975, 267593]
economy : 7041487930, 57, 0, [559233, 919072]
economy : 5712731663, 172, 1, [599912, 954691]
luxury : 2290066513, 153, 4, [422578, 771686]
economy : 2212463040, 197, 1, [267593, 559233]
economy : 9183180663, 138, 4, [781975, 954691]
economy : 1620735091, 74, 0, [655078, 559233]
first : 2214111899, 152, 3, [771686, 643504]
business : 4917046563, 175, 2, [919072, 599912]
economy : 5603635427, 142, 0, [954691, 781975]
business : 8010886188, 125, 1, [559233, 422578]
economy : 6429032804, 159, 9, [559233, 643504]
economy : 1879102198, 69, 2, [559233, 422578]
business : 7927753347, 122, 2, [954691, 599912]
economy : 9588217422, 134, 0, [954691, 655078]
economy : 8422176328, 114, 1, [655078, 781975]
business : 7995185813, 139, 1, [559233, 655078]
economy : 5964101909, 57, 10, [422578, 267593]
business : 8770245863, 104, 5, [919072, 559233]
first : 9060612419, 130, 10, [559233, 643504]
economy : 4671414841, 137, 2, [919072, 643504]
economy : 5402330687, 156, 2, [422578, 559233]
economy : 3436151860, 158, 2, [599912, 267593]
economy : 9407974634, 42, 1, [919072, 267593]
economy : 4306515744, 103, 2, [559233, 422578]
economy : 3949724317, 198, 2, [559233, 781975]
economy : 2346078598, 164, 2, [422578, 599912]
economy : 5471008161, 97, 2, [655078, 599912]
economy : 3989417020, 81, 4, [422578, 267593]
business : 6186054869, 138, 2, [954691, 267593]
economy : 4166091469, 172, 0, [655078, 954691]
economy : 1608581637, 95, 0, [559233, 781975]
economy : 6394316734, 126, 2, [771686, 267593]
economy : 3291258037, 160, 1, [954691, 655078]
economy : 7097284470, 137, 3, [267593, 643504]
business : 1677262640, 192, 2, [559233, 643504]
economy : 2941197443, 150, 7, [919072, 422578]
economy : 9419960146, 150, 2, [954691, 655078]
economy : 8525491882, 138, 2, [422578, 919072]
economy : 1335541280, 165, 0, [771686, 781975]
economy : 2967494180, 197, 6, [267593, 643504]
economy : 9912235260, 159, 0, [599912, 781975]
first : 8907842297, 127, 2, [954691, 781975]
business : 7275737762, 127, 1, [954691, 559233]
economy : 1386223901, 96, 2, [267593, 919072]
luxury : 7709441387, 89, 1, [781975, 919072]
business : 8408684365, 180, 2, [422578, 267593]
business : 4794634245, 85, 2, [267593, 655078]
economy : 5059507779, 75, 1, [599912, 267593]
economy : 5424961230, 49, 2, [771686, 599912]
business : 6087483348, 99, 3, [422578, 781975]
economy : 3962595480, 82, 1, [771686, 559233]
business : 4818425065, 185, 2, [771686, 954691]
economy : 6814780586, 41, 2, [781975, 559233]
economy : 5143471335, 158, 1, [422578, 559233]
economy : 5937140231, 142, 2, [559233, 599912]
economy : 9072328266, 111, 2, [919072, 267593]
economy : 1038834589, 90, 1, [267593, 422578]
economy : 2790656461, 165, 3, [771686, 422578]
economy : 8316783360, 146, 6, [559233, 267593]
economy : 4566948963, 84, 0, [655078, 771686]
economy : 9816134968, 166, 1, [919072, 267593]
economy : 3462480932, 189, 2, [422578, 655078]
economy : 5456392346, 146, 1, [771686, 267593]
economy : 3901889805, 112, 0, [771686, 559233]
economy : 4744622549, 63, 0, [655078, 781975]
economy : 6929073632, 41, 3, [599912, 655078]
economy : 5571746612, 146, 4, [781975, 643504]
first : 2003463875, 78, 2, [422578, 267593]
business : 9939910484, 153, 2, [655078, 771686]
economy : 1724708927, 114, 1, [643504, 267593]
business : 7367038608, 52, 0, [655078, 599912]
economy : 8980032521, 163, 2, [771686, 954691]
economy : 7810340833, 115, 1, [781975, 643504]
economy : 1833387422, 152, 0, [771686, 655078]
economy : 7374775369, 61, 3, [643504, 781975]
economy : 5320465950, 166, 2, [643504, 781975]
economy : 7083275257, 80, 0, [771686, 655078]
economy : 2764128327, 159, 1, [919072, 599912]
economy : 5773245243, 149, 1, [267593, 771686]
economy : 9337464802, 170, 2, [643504, 781975]
economy : 4166553608, 119, 1, [267593, 599912]
economy : 1251645132, 96, 0, [919072, 559233]
economy : 8138878122, 115, 1, [655078, 267593]
economy : 2519731064, 190, 0, [919072, 954691]
economy : 9797670248, 138, 5, [267593, 422578]
economy : 3314186329, 41, 6, [559233, 643504]
business : 2340780040, 129, 1, [919072, 771686]
economy : 5852825490, 45, 1, [422578, 655078]
economy : 4934142018, 143, 1, [599912, 781975]
business : 5278826529, 131, 1, [422578, 599912]
business : 8623126352, 158, 1, [643504, 559233]
economy : 3798016847, 186, 4, [267593, 643504]
economy : 7986071336, 186, 3, [643504, 919072]
economy : 2899800990, 128, 0, [643504, 919072]
economy : 6387312897, 189, 1, [771686, 559233]
luxury : 2720898860, 194, 1, [954691, 771686]
economy : 9294219863, 141, 2, [643504, 919072]
economy : 6364679968, 184, 2, [559233, 919072]
economy : 6097133045, 145, 0, [599912, 771686]
luxury : 4317334198, 110, 1, [655078, 771686]
economy : 1128091352, 168, 1, [771686, 919072]
economy : 6743779395, 166, 3, [919072, 422578]
economy : 5384704534, 98, 2, [599912, 422578]
economy : 2849738702, 168, 4, [771686, 422578]
economy : 5525421619, 175, 0, [599912, 643504]
economy : 3757105928, 77, 1, [655078, 559233]
economy : 1230723707, 151, 0, [655078, 599912]
economy : 8980868675, 67, 1, [919072, 781975]
economy : 3911367241, 89, 1, [771686, 422578]
economy : 1063707491, 148, 4, [954691, 771686]
economy : 7713976699, 138, 2, [267593, 643504]
economy : 8274246907, 92, 1, [655078, 267593]
economy : 2523447899, 65, 8, [422578, 643504]
luxury : 2776134797, 152, 1, [655078, 643504]
economy : 8535438306, 163, 3, [655078, 599912]
economy : 9145012189, 142, 1, [771686, 655078]
economy : 5021249299, 142, 8, [954691, 771686]
economy : 7362961050, 93, 1, [643504, 267593]
economy : 7750289815, 47, 4, [267593, 643504]
economy : 3814206786, 46, 2, [643504, 781975]
economy : 4766498850, 75, 1, [422578, 954691]
economy : 1258061149, 141, 0, [781975, 655078]
economy : 6156290834, 128, 0, [599912, 422578]
economy : 4918562030, 120, 2, [919072, 643504]
economy : 8943390705, 62, 1, [655078, 771686]
business : 6802480810, 154, 1, [599912, 267593]
economy : 4685682790, 118, 1, [422578, 781975]
business : 5075905999, 65, 2, [559233, 267593]
economy : 2511635236, 173, 6, [422578, 267593]
economy : 1329724729, 85, 3, [559233, 954691]
first : 7382360300, 164, 1, [954691, 781975]
first : 2105477600, 48, 0, [422578, 599912]
economy : 6773518452, 135, 1, [267593, 954691]
luxury : 3622097278, 51, 2, [954691, 919072]
economy : 4849233072, 106, 0, [655078, 422578]
economy : 4421428584, 88, 2, [267593, 422578]
economy : 2609781038, 49, 0, [559233, 655078]
economy : 2623089932, 54, 1, [599912, 954691]
economy : 9919546199, 93, 2, [954691, 643504]
business : 3179245202, 92, 4, [771686, 422578]
business : 3002740995, 46, 1, [422578, 559233]
business : 2961436193, 144, 2, [771686, 643504]
economy : 4008772428, 104, 3, [655078, 781975]
economy : 5522270906, 89, 4, [559233, 771686]
economy : 9985694431, 72, 1, [919072, 559233]
economy : 8308509565, 126, 0, [655078, 643504]
economy : 6662854095, 151, 2, [954691, 781975]
economy : 3867567660, 112, 0, [655078, 643504]
economy : 5945017732, 153, 1, [655078, 781975]
economy : 1935449182, 49, 1, [655078, 781975]
business : 1763813191, 161, 7, [655078, 771686]
economy : 5213385606, 56, 0, [771686, 643504]
economy : 9348077713, 99, 2, [771686, 599912]
economy : 5561502297, 76, 6, [643504, 954691]
economy : 5779963085, 99, 1, [771686, 422578]
economy : 1131250088, 165, 0, [643504, 954691]
economy : 8667048042, 86, 0, [919072, 655078]
economy : 6736506289, 189, 6, [599912, 422578]
economy : 2012350054, 151, 1, [422578, 559233]
economy : 1800302700, 100, 0, [643504, 655078]
economy : 6522018008, 195, 1, [771686, 422578]
business : 8599811316, 79, 1, [643504, 655078]
economy : 1279011205, 149, 1, [643504, 954691]
economy : 5759693215, 196, 2, [781975, 655078]
economy : 6724998664, 84, 4, [599912, 422578]
business : 4167096752, 170, 0, [559233, 771686]
economy : 5551155396, 92, 2, [771686, 643504]
economy : 2086799352, 130, 1, [267593, 422578]
economy : 2806004018, 137, 3, [422578, 559233]
economy : 9111322883, 112, 0, [559233, 422578]
economy : 8803316466, 105, 2, [267593, 643504]
economy : 5049974999, 85, 0, [599912, 919072]
luxury : 6904165528, 195, 9, [267593, 599912]
economy : 2091988391, 74, 6, [919072, 599912]
economy : 8675822013, 78, 9, [559233, 599912]
economy : 2971214735, 180, 2, [771686, 655078]
business : 3474803269, 166, 10, [643504, 919072]
economy : 8346988541, 131, 6, [559233, 919072]
economy : 1544619650, 77, 3, [771686, 781975]
economy : 5975504711, 81, 9, [771686, 422578]
business : 1853308859, 109, 5, [655078, 599912]
first : 2313937358, 126, 3, [422578, 781975]
economy : 5617237749, 82, 1, [954691, 267593]
economy : 7254320673, 181, 1, [781975, 643504]
economy : 8513606022, 96, 2, [781975, 599912]
economy : 7013606106, 152, 10, [771686, 559233]
business : 9982209177, 157, 6, [599912, 655078]
economy : 5761940938, 83, 6, [781975, 267593]
economy : 8862672307, 102, 1, [267593, 781975]
business : 7335592654, 67, 2, [954691, 771686]
economy : 9332823000, 97, 1, [954691, 655078]
economy : 8397566591, 132, 0, [599912, 771686]
economy : 2666851318, 50, 0, [771686, 954691]
business : 2886803568, 171, 2, [771686, 422578]
economy : 7362696186, 112, 2, [655078, 771686]
economy : 1535937865, 52, 2, [559233, 267593]
economy : 5953468457, 87, 3, [771686, 599912]
first : 6291272810, 44, 3, [643504, 559233]
economy : 5369509874, 77, 2, [919072, 771686]
economy : 7259310634, 171, 10, [599912, 919072]
economy : 9581712333, 135, 0, [655078, 919072]
first : 4295570254, 195, 3, [954691, 422578]
first : 4502325198, 177, 1, [559233, 655078]
first : 8760824468, 173, 1, [267593, 781975]
economy : 9968399381, 193, 0, [954691, 781975]
economy : 3289777900, 144, 2, [781975, 919072]
business : 8282059632, 54, 3, [954691, 781975]
economy : 4865181276, 49, 3, [954691, 559233]
economy : 2105602600, 117, 0, [655078, 599912]
economy : 8794887890, 147, 1, [781975, 954691]
economy : 3364561443, 180, 2, [655078, 781975]
economy : 6257428286, 52, 9, [422578, 954691]
economy : 2329758083, 142, 1, [781975, 643504]
economy : 9747900561, 119, 2, [599912, 559233]
business : 2854047720, 77, 0, [422578, 781975]
business : 1886988239, 182, 2, [781975, 267593]
economy : 4179221657, 167, 1, [781975, 771686]
business : 1080616837, 45, 3, [655078, 267593]
business : 7483880892, 149, 2, [954691, 599912]
economy : 6511193961, 106, 9, [954691, 781975]
luxury : 4507633759, 172, 10, [559233, 267593]
economy : 2611220466, 144, 1, [267593, 643504]
business : 7964798004, 57, 1, [422578, 643504]
economy : 8839056899, 130, 1, [267593, 422578]
business : 5003238192, 71, 2, [643504, 954691]
economy : 1944067389, 189, 2, [599912, 954691]
economy : 1755214927, 66, 2, [655078, 559233]
first : 7107415177, 74, 2, [559233, 954691]
business : 3655434412, 158, 2, [655078, 771686]
economy : 6452957133, 54, 0, [599912, 919072]
economy : 6811316665, 104, 0, [771686, 655078]
business : 4638278327, 83, 2, [599912, 919072]
economy : 7689200893, 106, 3, [559233, 643504]
first : 1109412206, 188, 2, [267593, 781975]
economy : 8154003329, 132, 5, [771686, 599912]
economy : 1106220054, 94, 1, [422578, 643504]
economy : 8260140233, 146, 3, [781975, 919072]
economy : 7246069712, 181, 1, [559233, 781975]
economy : 6123904238, 114, 2, [655078, 954691]
economy : 3623172325, 47, 1, [771686, 643504]
business : 3364042547, 159, 2, [771686, 781975]
economy : 8329071052, 141, 0, [267593, 559233]
first : 6009374324, 72, 0, [267593, 919072]
economy : 8624342676, 175, 2, [954691, 559233]
economy : 2432789043, 53, 4, [919072, 559233]
business : 5515811100, 169, 1, [643504, 267593]
economy : 1651607217, 96, 3, [919072, 559233]
economy : 6552703829, 58, 0, [771686, 599912]
business : 2654941210, 98, 0, [954691, 781975]
business : 7070583330, 56, 1, [643504, 422578]
economy : 3015603512, 189, 4, [422578, 781975]
economy : 1672348637, 54, 2, [919072, 422578]
economy : 6225978811, 63, 8, [599912, 954691]
economy : 3290447299, 155, 0, [267593, 771686]
economy : 3641281282, 66, 3, [643504, 267593]
economy : 9389098295, 131, 1, [599912, 919072]
economy : 7801702351, 185, 1, [771686, 559233]
business : 5684096984, 148, 1, [559233, 919072]
economy : 5305962095, 44, 2, [599912, 422578]
business : 4935820276, 161, 0, [559233, 422578]
first : 3308024412, 137, 1, [599912, 919072]
economy : 3329428698, 167, 5, [771686, 781975]
business : 3135540499, 180, 2, [267593, 771686]
economy : 4145217339, 128, 1, [771686, 267593]
business : 7461461680, 186, 3, [643504, 422578]
economy : 5485956642, 152, 0, [919072, 643504]
economy : 3343100103, 162, 2, [781975, 655078]
economy : 2395058438, 130, 3, [559233, 781975]
economy : 7406836354, 84, 1, [559233, 422578]
economy : 3321881300, 161, 6, [954691, 771686]
business : 1318342733, 95, 0, [781975, 267593]
economy : 9867087898, 64, 1, [919072, 422578]
business : 4839720426, 92, 3, [771686, 267593]
economy : 4666694509, 85, 2, [655078, 643504]
economy : 9625299894, 99, 1, [267593, 919072]
economy : 4468797299, 81, 2, [954691, 781975]
economy : 2766404138, 195, 0, [954691, 655078]
economy : 9840503102, 107, 1, [643504, 954691]
business : 1133864777, 189, 5, [559233, 954691]
economy : 3084840516, 90, 0, [599912, 267593]
economy : 4090290130, 104, 0, [643504, 781975]
economy : 5254882301, 195, 0, [919072, 655078]
luxury : 2161227804, 45, 0, [267593, 599912]
first : 6744221428, 116, 1, [954691, 919072]
economy : 4459545227, 121, 3, [954691, 781975]
economy : 4654147575, 199, 2, [559233, 919072]
economy : 6594909335, 159, 2, [954691, 422578]
economy : 9366268871, 129, 0, [781975, 267593]
economy : 9782702727, 81, 0, [267593, 771686]
business : 6261124033, 131, 2, [559233, 422578]
economy : 1070019842, 129, 0, [954691, 643504]
business : 7112920215, 131, 0, [643504, 954691]
economy : 6547414930, 98, 5, [781975, 599912]
economy : 7940206373, 85, 3, [781975, 599912]
business : 2671908621, 161, 2, [781975, 599912]
economy : 2658472916, 87, 5, [919072, 422578]
business : 3121568892, 74, 6, [422578, 655078]
economy : 5358936643, 178, 8, [643504, 781975]
luxury : 1155077602, 92, 1, [919072, 559233]
business : 4638566287, 196, 8, [655078, 954691]
economy : 9281584747, 165, 1, [919072, 267593]
economy : 7603799050, 175, 6, [267593, 655078]
economy : 2957677922, 159, 2, [655078, 781975]
first : 5970208966, 82, 1, [559233, 781975]
economy : 9640045876, 65, 5, [771686, 954691]
economy : 9692371694, 152, 2, [643504, 919072]
luxury : 1836759282, 160, 2, [781975, 655078]
business : 5574973822, 50, 7, [771686, 422578]
economy : 5327349377, 96, 1, [643504, 954691]
business : 1915873769, 199, 3, [919072, 643504]
economy : 2712853402, 144, 1, [781975, 559233]
first : 7569390848, 127, 3, [919072, 954691]
economy : 3626875710, 74, 2, [559233, 781975]
economy : 1556684882, 72, 1, [655078, 559233]
economy : 8296059345, 143, 1, [422578, 655078]
economy : 2452156515, 85, 3, [643504, 771686]
luxury : 2505442911, 66, 6, [422578, 771686]
business : 4075693236, 119, 3, [771686, 422578]
economy : 7824149972, 196, 2, [954691, 599912]
business : 3338520122, 127, 7, [771686, 954691]
economy : 3636471994, 92, 0, [771686, 781975]
economy : 3905557936, 64, 0, [643504, 267593]
luxury : 3241310140, 96, 6, [599912, 559233]
economy : 6247018032, 129, 4, [422578, 771686]
economy : 4509663097, 102, 1, [422578, 655078]
economy : 8529805545, 48, 1, [422578, 643504]
business : 9544224386, 198, 4, [599912, 267593]
economy : 4185123432, 51, 1, [643504, 954691]
first : 2658031668, 98, 1, [771686, 781975]
economy : 3292802598, 51, 2, [599912, 771686]
economy : 1616535253, 60, 2, [643504, 267593]
first : 3582542360, 167, 2, [954691, 422578]
first : 9800009183, 54, 1, [267593, 954691]
business : 9489695202, 123, 4, [781975, 599912]
economy : 5300167274, 156, 1, [781975, 919072]
economy : 4805655048, 74, 1, [655078, 954691]
economy : 9848700438, 108, 1, [643504, 781975]
economy : 4685060355, 53, 0, [267593, 559233]
economy : 1914378648, 99, 2, [559233, 599912]
economy : 9808810229, 62, 4, [954691, 781975]
first : 6681376961, 113, 3, [771686, 954691]
economy : 1375704037, 140, 0, [267593, 919072]
economy : 6140404161, 135, 2, [559233, 954691]
economy : 5090510093, 137, 1, [643504, 655078]
business : 9057729349, 185, 2, [781975, 771686]
economy : 7287070944, 50, 0, [655078, 954691]
economy : 4567277945, 154, 0, [599912, 643504]
economy : 9151364609, 181, 1, [267593, 781975]
economy : 7123181866, 194, 1, [599912, 643504]
economy : 2792634867, 104, 1, [919072, 771686]
economy : 2002685078, 144, 3, [954691, 422578]
business : 3755726924, 158, 2, [599912, 267593]
economy : 3218309153, 85, 3, [655078, 771686]
economy : 1999865609, 141, 0, [643504, 919072]
economy : 2148477515, 111, 1, [771686, 954691]
luxury : 5807814817, 187, 0, [422578, 781975]
business : 1885476452, 104, 5, [559233, 599912]
luxury : 6906951271, 49, 0, [771686, 599912]
business : 9308232771, 60, 8, [559233, 954691]
business : 7994266315, 171, 2, [643504, 267593]
economy : 9737305531, 96, 5, [781975, 771686]
economy : 8368568185, 94, 2, [655078, 599912]
economy : 8126092102, 92, 2, [919072, 559233]
business : 2285908743, 44, 0, [559233, 919072]
economy : 8833807385, 128, 0, [655078, 643504]
economy : 2137398371, 115, 5, [267593, 599912]
economy : 3152802728, 80, 0, [643504, 655078]
economy : 9465917923, 183, 1, [771686, 267593]
economy : 5057826855, 52, 1, [954691, 422578]
economy : 8608339426, 182, 2, [781975, 599912]
economy : 8552884252, 65, 3, [655078, 422578]
economy : 6475213048, 161, 7, [919072, 599912]
economy : 3832870879, 87, 2, [643504, 919072]
economy : 8922600193, 157, 5, [954691, 781975]
economy : 4841642300, 67, 2, [267593, 655078]
business : 6414628817, 169, 9, [422578, 919072]
economy : 2797674186, 166, 10, [954691, 267593]
economy : 2697873997, 142, 2, [954691, 919072]
business : 1612286569, 137, 4, [781975, 771686]
business : 3451176443, 129, 1, [919072, 599912]
business : 8148268745, 175, 4, [655078, 954691]
economy : 9716467879, 123, 3, [599912, 771686]
economy : 2425693895, 87, 0, [599912, 771686]
business : 3616838015, 89, 2, [919072, 954691]
economy : 7025890856, 187, 2, [781975, 422578]
business : 2099828593, 77, 1, [771686, 919072]
first : 4827833736, 68, 5, [267593, 919072]
economy : 6574503874, 85, 0, [643504, 781975]
economy : 3526399873, 156, 2, [643504, 655078]
business : 5950572582, 183, 8, [559233, 643504]
economy : 6362001381, 56, 0, [643504, 781975]
economy : 5587146646, 86, 3, [771686, 267593]
economy : 7741417816, 162, 0, [599912, 771686]
first : 7230643109, 61, 2, [919072, 781975]
economy : 8840673783, 59, 3, [599912, 559233]
economy : 3357546370, 43, 3, [655078, 599912]
economy : 3021150762, 43, 1, [771686, 781975]
economy : 4597618654, 76, 8, [781975, 771686]
economy : 1084093354, 89, 7, [771686, 559233]
business : 4099962585, 198, 2, [954691, 267593]
economy : 5585553061, 58, 3, [643504, 655078]
first : 8463626789, 199, 0, [599912, 559233]
business : 1953465771, 51, 4, [599912, 655078]
economy : 3683521669, 172, 3, [781975, 655078]
economy : 4110115086, 116, 0, [559233, 655078]
economy : 1299901033, 119, 0, [599912, 422578]
economy : 3242855048, 175, 0, [599912, 267593]
business : 6132691984, 193, 1, [643504, 267593]
economy : 5948780815, 83, 0, [919072, 781975]
economy : 9303636807, 78, 2, [643504, 919072]
business : 6657304227, 169, 0, [771686, 422578]
business : 3616160825, 190, 2, [954691, 422578]
economy : 2104308506, 58, 2, [919072, 781975]
business : 3444148463, 148, 1, [919072, 771686]
economy : 5239441831, 110, 6, [422578, 643504]
economy : 1903271462, 167, 2, [559233, 422578]
economy : 2895560762, 42, 5, [655078, 781975]
business : 1384191862, 151, 1, [643504, 954691]
economy : 5684822293, 177, 1, [954691, 267593]
economy : 8489137616, 99, 5, [422578, 655078]
economy : 7265364566, 40, 0, [655078, 781975]
economy : 8726917171, 60, 1, [781975, 919072]
economy : 1921431832, 98, 0, [599912, 422578]
economy : 4865434015, 108, 1, [422578, 781975]
economy : 2176147909, 111, 2, [267593, 422578]
economy : 3273438714, 175, 2, [954691, 422578]
economy : 6399603946, 68, 2, [655078, 559233]
economy : 4091458767, 121, 2, [771686, 643504]
economy : 3753036791, 141, 1, [267593, 599912]
economy : 6905503087, 200, 2, [643504, 655078]
economy : 9322640285, 47, 2, [267593, 559233]
economy : 6666021123, 46, 0, [267593, 781975]
economy : 9146145466, 64, 0, [559233, 267593]
business : 5579335992, 191, 2, [919072, 422578]
business : 4350956949, 87, 2, [599912, 643504]
economy : 5724919787, 151, 3, [919072, 599912]
economy : 5332967649, 180, 4, [655078, 643504]
economy : 6018193819, 46, 1, [599912, 781975]
economy : 2784933074, 77, 1, [919072, 422578]
economy : 3423904042, 135, 0, [781975, 267593]
economy : 5733023295, 93, 1, [771686, 422578]
luxury : 6483752423, 188, 1, [599912, 267593]
